równo ROWNOWAZACY 10
nierówno ROWNOWAZACY 10
symetrycznie ROWNOWAZACY 10
niesymetrycznie ROWNOWAZACY 10
właściwie ROWNOWAZACY 10
niewłaściwie ROWNOWAZACY 10
sprawiedliwość ROWNOWAZACY 10
rekompensata ROWNOWAZACY 10
równowaga ROWNOWAZACY 10
przeciwwaga ROWNOWAZACY 10
balansować ROWNOWAZACY 10
proporcje ROWNOWAZACY 10
równość ROWNOWAZACY 10
konsekwencje ROWNOWAZACY 10
skutki ROWNOWAZACY 10
kara ROWNOWAZACY 10
sankcja ROWNOWAZACY 10
kompromis ROWNOWAZACY 10
szczególny FAWORYZUJACY 10
indywidualny FAWORYZUJACY 10
faworyt FAWORYZUJACY 10
preferować FAWORYZUJACY 10
promować FAWORYZUJACY 10
wyróżniać FAWORYZUJACY 10
zdywersyfikować FAWORYZUJACY 10
użyteczne OSZCZEDNY 10
potrzebne OSZCZEDNY 10
przydatne OSZCZEDNY 10
wykorzystać OSZCZEDNY 10
zutylizować OSZCZEDNY 10
rozrzutność OSZCZEDNY 10
oszczędność OSZCZEDNY 10
gospodarnie OSZCZEDNY 10
promocja OSZCZEDNY 10
wyprzedaż OSZCZEDNY 10
przecena OSZCZEDNY 10
obniżka OSZCZEDNY 10
okazja OSZCZEDNY 10
grosz_do_grosza OSZCZEDNY 10
skromnie OSZCZEDNY 10
ekonomicznie OSZCZEDNY 10
roztrwonić OSZCZEDNY 10
dawać HOJNY 10
obdarować HOJNY 10
przekazać HOJNY 10
ufundować HOJNY 10
gest HOJNY 10
napiwek HOJNY 10
wspomagać HOJNY 10
darowizna HOJNY 10
obfity HOJNY 10
charytatywny HOJNY 10
bogaty HOJNY 10
królewski HOJNY 10
luksusowy HOJNY 10
efektowny HOJNY 10
wystawny HOJNY 10
nie_jestem_pewien ASEKURACYJNY 10
może_lepiej ASEKURACYJNY 10
czy_możemy_być_tego_pewni ASEKURACYJNY 10
pewny ASEKURACYJNY 10
pewność ASEKURACYJNY 10
być_pewnym ASEKURACYJNY 10
problem ASEKURACYJNY 10
niebezpieczeństwo ASEKURACYJNY 10
ryzyko ASEKURACYJNY 10
gwarancja ASEKURACYJNY 10
przestrzegać ASEKURACYJNY 10
uważnie ASEKURACYJNY 10
zaufany ASEKURACYJNY 10
kalkulować ASEKURACYJNY 10
sprawdzać ASEKURACYJNY 10
kontrolować ASEKURACYJNY 10
zachować_bezpieczeństwo ASEKURACYJNY 10
dowód_zakupu ASEKURACYJNY 10
mieć_możliwość_wycofania_się ASEKURACYJNY 10
droga_bezpieczeństwa ASEKURACYJNY 10
kopia_zapasowa ASEKURACYJNY 10
koło_ratunkowe ASEKURACYJNY 10
opcje ASEKURACYJNY 10
środki_zapobiegawcze ASEKURACYJNY 10
brawura ODWAZNY 10
wyzwanie ODWAZNY 10
ryzyko ODWAZNY 10
niebezpieczeństwo ODWAZNY 10
odwaga ODWAZNY 10
adrenalina ODWAZNY 10
walka ODWAZNY 10
udowodnić ODWAZNY 10
wygrać ODWAZNY 10
bronić_się ODWAZNY 10
wyprzedzić ODWAZNY 10
pokazać ODWAZNY 10
konkretnie RZECZOWY 10
meritum RZECZOWY 10
konkluzja RZECZOWY 10
kwintesencja RZECZOWY 10
sedno RZECZOWY 10
istota RZECZOWY 10
w_punktach RZECZOWY 10
hasłowo RZECZOWY 10
zwięźle RZECZOWY 10
na_temat RZECZOWY 10
skupmy_się_na_tym RZECZOWY 10
co_masz_dokładnie_na_myśli RZECZOWY 10
merytorycznie RZECZOWY 10
praca RZECZOWY 10
zadanie RZECZOWY 10
sumiennie RZECZOWY 10
przydatne RZECZOWY 10
przyspieszyć RZECZOWY 10
pospieszyć RZECZOWY 10
zakończyć RZECZOWY 10
efektywnie RZECZOWY 10
produktywnie RZECZOWY 10
mieć_z_głowy RZECZOWY 10
do_dzieła RZECZOWY 10
do_pracy RZECZOWY 10
zakasać_rękawy RZECZOWY 10
wysłucham EMPIRYCZNY 10
słucham EMPIRYCZNY 10
powiedz_mi_o_swoim_problemie EMPIRYCZNY 10
czegoś_ci_trzeba EMPIRYCZNY 10
co_się_stało EMPIRYCZNY 10
opowiedz_mi_o_tym EMPIRYCZNY 10
jak_do_tego_doszło EMPIRYCZNY 10
zwierzyć_się EMPIRYCZNY 10
opowiadać EMPIRYCZNY 10
otworzyć_się EMPIRYCZNY 10
serce EMPIRYCZNY 10
kotek EMPIRYCZNY 10
piesek EMPIRYCZNY 10
słonko EMPIRYCZNY 10
kwiatuszek EMPIRYCZNY 10
kochanie EMPIRYCZNY 10
współczuję EMPIRYCZNY 10
rozumiem EMPIRYCZNY 10
przykro_mi EMPIRYCZNY 10
żałuję EMPIRYCZNY 10
litować_się EMPIRYCZNY 10
współczucie EMPIRYCZNY 10
cierpieć EMPIRYCZNY 10
ranić EMPIRYCZNY 10
nieprzyjemnie EMPIRYCZNY 10
przyjemnie EMPIRYCZNY 10
bliski_ EMPIRYCZNY 10
obojętność EMPIRYCZNY 10
miły EMPIRYCZNY 10
sympatyczny EMPIRYCZNY 10
ok HARMONIJNY 10
zgadzam_się HARMONIJNY 10
niech_tak_będzie HARMONIJNY 10
niech_stracę HARMONIJNY 10
dobrze HARMONIJNY 10
nie_ma_problemu HARMONIJNY 10
nie_ma_sprawy HARMONIJNY 10
nieważne HARMONIJNY 10
zapomnijmy_o_tym HARMONIJNY 10
każdemu_się_może_zdarzyć HARMONIJNY 10
załatwmy_to_bez_kłótni HARMONIJNY 10
zgoda HARMONIJNY 10
kompromis HARMONIJNY 10
pogodzić HARMONIJNY 10
zawrzyjmy_ugodę HARMONIJNY 10
uniknąć_kłótni HARMONIJNY 10
przepraszam HARMONIJNY 10
nie_gniewaj_się HARMONIJNY 10
zastanowię_się_jeszcze HARMONIJNY 10
nie_obraź_się HARMONIJNY 10
nie_będę_się_upierał HARMONIJNY 10
odpuścić HARMONIJNY 10
zrezygnować HARMONIJNY 10
darować HARMONIJNY 10
nie_uraziłem_cię HARMONIJNY 10
może_rzeczywiście_jest_tak_jak_mówisz HARMONIJNY 10
detal WERYFIKUJACY 10
szczegół WERYFIKUJACY 10
uszczegółowić WERYFIKUJACY 10
uściślić WERYFIKUJACY 10
sprecyzować WERYFIKUJACY 10
sprostować WERYFIKUJACY 10
zweryfikować WERYFIKUJACY 10
popatrz WERYFIKUJACY 10
spójrz WERYFIKUJACY 10
zwróć_uwagę WERYFIKUJACY 10
sprawdź WERYFIKUJACY 10
zweryfikuj WERYFIKUJACY 10
przyjrzyj_się WERYFIKUJACY 10
porównaj WERYFIKUJACY 10
dziura WERYFIKUJACY 10
luka WERYFIKUJACY 10
nieścisłość WERYFIKUJACY 10
niedokładność WERYFIKUJACY 10
niedbałość WERYFIKUJACY 10
plama WERYFIKUJACY 10
skaza WERYFIKUJACY 10
krzywe WERYFIKUJACY 10
nierówne WERYFIKUJACY 10
różnica WERYFIKUJACY 10
kontrprzykład WERYFIKUJACY 10
nieścisły WERYFIKUJACY 10
detal WERYFIKUJACY 10
dwuznaczny WERYFIKUJACY 10
wieloznaczny WERYFIKUJACY 10
popsuty WERYFIKUJACY 10
niesprawny WERYFIKUJACY 10
nie_dopilnowano WERYFIKUJACY 10
nie_zwrócono_uwagi_na WERYFIKUJACY 10
zaniedbano WERYFIKUJACY 10
udoskonalić WERYFIKUJACY 10
tradycja KONSERWATYWNY 10
sentyment KONSERWATYWNY 10
pamiątki KONSERWATYWNY 10
z_dzida_pradziada KONSERWATYWNY 10
zasady KONSERWATYWNY 10
reguły KONSERWATYWNY 10
ideologia KONSERWATYWNY 10
zasady KONSERWATYWNY 10
wiara KONSERWATYWNY 10
konserwatywnie KONSERWATYWNY 10
bez_zmian KONSERWATYWNY 10
nie_będę_nic_zmieniać KONSERWATYWNY 10
przyzwyczajenie KONSERWATYWNY 10
przywiązanie KONSERWATYWNY 10
rutyna KONSERWATYWNY 10
tradycja KONSERWATYWNY 10
sprawdzone KONSERWATYWNY 10
pewne KONSERWATYWNY 10
temat_tabu KONSERWATYWNY 10
typowy KONSERWATYWNY 10
stabilny KONSERWATYWNY 10
stały KONSERWATYWNY 10
wypróbowane KONSERWATYWNY 10
dlaczego ODKRYWCZY 10
po_co ODKRYWCZY 10
czemu ODKRYWCZY 10
przyczyny ODKRYWCZY 10
chciałbym_zapytać ODKRYWCZY 10
czy_możesz_mi_wyjaśnić ODKRYWCZY 10
jak_to_działa ODKRYWCZY 10
pokaż_mi_jak ODKRYWCZY 10
powiedz_mi_jak ODKRYWCZY 10
chciałbym_zrozumieć ODKRYWCZY 10
